species,target_id,subset,candidate_set,P,U,evaluable
yeast,yeast:P46983,no_exact_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:P46983,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:P46983,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:P46983,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:P46983,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:P46983,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:P39529,all,background,2,100,True
yeast,yeast:P39529,all,matched,2,100,True
yeast,yeast:P39529,all,all_U,2,200,True
yeast,yeast:P39529,no_exact_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:P39529,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:P39529,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:P39529,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:P39529,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:P39529,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:Q3E792,all,background,2,100,True
yeast,yeast:Q3E792,all,matched,2,100,True
yeast,yeast:Q3E792,all,all_U,2,200,True
yeast,yeast:Q3E792,no_exact_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:Q3E792,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:Q3E792,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:Q3E792,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:Q3E792,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:Q3E792,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:P29469,all,background,9,100,True
yeast,yeast:P29469,all,matched,9,100,True
yeast,yeast:P29469,all,all_U,9,200,True
yeast,yeast:P29469,no_exact_TRAIN_DEV_endpoint,background,9,100,True
yeast,yeast:P29469,no_exact_TRAIN_DEV_endpoint,matched,9,100,True
yeast,yeast:P29469,no_exact_TRAIN_DEV_endpoint,all_U,9,200,True
yeast,yeast:P29469,no_exact_any_model_TRAIN_DEV_endpoint,background,9,100,True
yeast,yeast:P29469,no_exact_any_model_TRAIN_DEV_endpoint,matched,9,100,True
yeast,yeast:P29469,no_exact_any_model_TRAIN_DEV_endpoint,all_U,9,200,True
yeast,yeast:P53969,all,background,2,100,True
yeast,yeast:P53969,all,matched,2,100,True
yeast,yeast:P53969,all,all_U,2,200,True
yeast,yeast:P53969,no_exact_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:P53969,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:P53969,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:P53969,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:P53969,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:P53969,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:Q02555,all,background,2,100,True
yeast,yeast:Q02555,all,matched,2,100,True
yeast,yeast:Q02555,all,all_U,2,200,True
yeast,yeast:Q02555,no_exact_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:Q02555,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:Q02555,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:Q02555,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:Q02555,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:Q02555,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:P53035,all,background,7,100,True
yeast,yeast:P53035,all,matched,7,100,True
yeast,yeast:P53035,all,all_U,7,200,True
yeast,yeast:P53035,no_exact_TRAIN_DEV_endpoint,background,7,100,True
yeast,yeast:P53035,no_exact_TRAIN_DEV_endpoint,matched,7,100,True
yeast,yeast:P53035,no_exact_TRAIN_DEV_endpoint,all_U,7,200,True
yeast,yeast:P53035,no_exact_any_model_TRAIN_DEV_endpoint,background,7,100,True
yeast,yeast:P53035,no_exact_any_model_TRAIN_DEV_endpoint,matched,7,100,True
yeast,yeast:P53035,no_exact_any_model_TRAIN_DEV_endpoint,all_U,7,200,True
yeast,yeast:P32500,all,background,4,100,True
yeast,yeast:P32500,all,matched,4,100,True
yeast,yeast:P32500,all,all_U,4,200,True
yeast,yeast:P32500,no_exact_TRAIN_DEV_endpoint,background,4,100,True
yeast,yeast:P32500,no_exact_TRAIN_DEV_endpoint,matched,4,100,True
yeast,yeast:P32500,no_exact_TRAIN_DEV_endpoint,all_U,4,200,True
yeast,yeast:P32500,no_exact_any_model_TRAIN_DEV_endpoint,background,4,100,True
yeast,yeast:P32500,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,100,True
yeast,yeast:P32500,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,200,True
yeast,yeast:P47083,all,background,10,100,True
yeast,yeast:P47083,all,matched,10,100,True
yeast,yeast:P47083,all,all_U,10,200,True
yeast,yeast:P47083,no_exact_TRAIN_DEV_endpoint,background,10,100,True
yeast,yeast:P47083,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
yeast,yeast:P47083,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
yeast,yeast:P47083,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
yeast,yeast:P47083,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
yeast,yeast:P47083,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
yeast,yeast:P38249,all,background,2,100,True
yeast,yeast:P38249,all,matched,2,100,True
yeast,yeast:P38249,all,all_U,2,200,True
yeast,yeast:P38249,no_exact_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:P38249,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:P38249,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:P38249,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:P38249,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:P38249,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:P38770,all,background,2,100,True
yeast,yeast:P38770,all,matched,2,100,True
yeast,yeast:P38770,all,all_U,2,200,True
yeast,yeast:P38770,no_exact_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:P38770,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:P38770,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:P38770,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:P38770,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:P38770,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:P38753,all,background,2,100,True
yeast,yeast:P38753,all,matched,2,100,True
yeast,yeast:P38753,all,all_U,2,200,True
yeast,yeast:P38753,no_exact_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:P38753,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:P38753,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:P38753,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:P38753,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:P38753,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:P38071,all,background,2,100,True
yeast,yeast:P38071,all,matched,2,100,True
yeast,yeast:P38071,all,all_U,2,200,True
yeast,yeast:P38071,no_exact_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:P38071,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:P38071,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:P38071,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:P38071,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:P38071,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:Q06628,all,background,7,100,True
yeast,yeast:Q06628,all,matched,7,100,True
yeast,yeast:Q06628,all,all_U,7,200,True
yeast,yeast:Q06628,no_exact_TRAIN_DEV_endpoint,background,7,100,True
yeast,yeast:Q06628,no_exact_TRAIN_DEV_endpoint,matched,7,100,True
yeast,yeast:Q06628,no_exact_TRAIN_DEV_endpoint,all_U,7,200,True
yeast,yeast:Q06628,no_exact_any_model_TRAIN_DEV_endpoint,background,7,100,True
yeast,yeast:Q06628,no_exact_any_model_TRAIN_DEV_endpoint,matched,7,100,True
yeast,yeast:Q06628,no_exact_any_model_TRAIN_DEV_endpoint,all_U,7,200,True
yeast,yeast:P15790,all,background,10,100,True
yeast,yeast:P15790,all,matched,10,100,True
yeast,yeast:P15790,all,all_U,10,200,True
yeast,yeast:P15790,no_exact_TRAIN_DEV_endpoint,background,10,100,True
yeast,yeast:P15790,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
yeast,yeast:P15790,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
yeast,yeast:P15790,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
yeast,yeast:P15790,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
yeast,yeast:P15790,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
yeast,yeast:P53583,all,background,3,100,True
yeast,yeast:P53583,all,matched,3,100,True
yeast,yeast:P53583,all,all_U,3,200,True
yeast,yeast:P53583,no_exact_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:P53583,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:P53583,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:P53583,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:P53583,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:P53583,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:Q04401,all,background,3,100,True
yeast,yeast:Q04401,all,matched,3,100,True
yeast,yeast:Q04401,all,all_U,3,200,True
yeast,yeast:Q04401,no_exact_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:Q04401,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:Q04401,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:Q04401,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:Q04401,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:Q04401,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:Q07500,all,background,2,100,True
yeast,yeast:Q07500,all,matched,2,100,True
yeast,yeast:Q07500,all,all_U,2,200,True
yeast,yeast:Q07500,no_exact_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:Q07500,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:Q07500,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:Q07500,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:Q07500,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:Q07500,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:P47050,all,background,5,100,True
yeast,yeast:P47050,all,matched,5,100,True
yeast,yeast:P47050,all,all_U,5,200,True
yeast,yeast:P47050,no_exact_TRAIN_DEV_endpoint,background,5,100,True
yeast,yeast:P47050,no_exact_TRAIN_DEV_endpoint,matched,5,100,True
yeast,yeast:P47050,no_exact_TRAIN_DEV_endpoint,all_U,5,200,True
yeast,yeast:P47050,no_exact_any_model_TRAIN_DEV_endpoint,background,5,100,True
yeast,yeast:P47050,no_exact_any_model_TRAIN_DEV_endpoint,matched,5,100,True
yeast,yeast:P47050,no_exact_any_model_TRAIN_DEV_endpoint,all_U,5,200,True
yeast,yeast:P40454,all,background,7,100,True
yeast,yeast:P40454,all,matched,7,100,True
yeast,yeast:P40454,all,all_U,7,200,True
yeast,yeast:P40454,no_exact_TRAIN_DEV_endpoint,background,7,100,True
yeast,yeast:P40454,no_exact_TRAIN_DEV_endpoint,matched,7,100,True
yeast,yeast:P40454,no_exact_TRAIN_DEV_endpoint,all_U,7,200,True
yeast,yeast:P40454,no_exact_any_model_TRAIN_DEV_endpoint,background,7,100,True
yeast,yeast:P40454,no_exact_any_model_TRAIN_DEV_endpoint,matched,7,100,True
yeast,yeast:P40454,no_exact_any_model_TRAIN_DEV_endpoint,all_U,7,200,True
yeast,yeast:P15315,all,background,8,100,True
yeast,yeast:P15315,all,matched,8,100,True
yeast,yeast:P15315,all,all_U,8,200,True
yeast,yeast:P15315,no_exact_TRAIN_DEV_endpoint,background,8,100,True
yeast,yeast:P15315,no_exact_TRAIN_DEV_endpoint,matched,8,100,True
yeast,yeast:P15315,no_exact_TRAIN_DEV_endpoint,all_U,8,200,True
yeast,yeast:P15315,no_exact_any_model_TRAIN_DEV_endpoint,background,8,100,True
yeast,yeast:P15315,no_exact_any_model_TRAIN_DEV_endpoint,matched,8,100,True
yeast,yeast:P15315,no_exact_any_model_TRAIN_DEV_endpoint,all_U,8,200,True
yeast,yeast:P21825,all,background,10,100,True
yeast,yeast:P21825,all,matched,10,100,True
yeast,yeast:P21825,all,all_U,10,200,True
yeast,yeast:P21825,no_exact_TRAIN_DEV_endpoint,background,10,100,True
yeast,yeast:P21825,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
yeast,yeast:P21825,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
yeast,yeast:P21825,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
yeast,yeast:P21825,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
yeast,yeast:P21825,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
yeast,yeast:P25337,all,background,3,100,True
yeast,yeast:P25337,all,matched,3,100,True
yeast,yeast:P25337,all,all_U,3,200,True
yeast,yeast:P25337,no_exact_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:P25337,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:P25337,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:P25337,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:P25337,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:P25337,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:P39958,all,background,10,100,True
yeast,yeast:P39958,all,matched,10,100,True
yeast,yeast:P39958,all,all_U,10,200,True
yeast,yeast:P39958,no_exact_TRAIN_DEV_endpoint,background,10,100,True
yeast,yeast:P39958,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
yeast,yeast:P39958,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
yeast,yeast:P39958,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
yeast,yeast:P39958,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
yeast,yeast:P39958,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
yeast,yeast:P40187,all,background,2,100,True
yeast,yeast:P40187,all,matched,2,100,True
yeast,yeast:P40187,all,all_U,2,200,True
yeast,yeast:P40187,no_exact_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:P40187,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:P40187,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:P40187,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:P40187,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:P40187,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:P40554,all,background,3,100,True
yeast,yeast:P40554,all,matched,3,100,True
yeast,yeast:P40554,all,all_U,3,200,True
yeast,yeast:P40554,no_exact_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:P40554,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:P40554,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:P40554,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:P40554,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:P40554,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:P50946,all,background,3,100,True
yeast,yeast:P50946,all,matched,3,100,True
yeast,yeast:P50946,all,all_U,3,200,True
yeast,yeast:P50946,no_exact_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:P50946,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:P50946,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:P50946,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:P50946,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:P50946,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:P25453,all,background,4,100,True
yeast,yeast:P25453,all,matched,4,100,True
yeast,yeast:P25453,all,all_U,4,200,True
yeast,yeast:P25453,no_exact_TRAIN_DEV_endpoint,background,4,100,True
yeast,yeast:P25453,no_exact_TRAIN_DEV_endpoint,matched,4,100,True
yeast,yeast:P25453,no_exact_TRAIN_DEV_endpoint,all_U,4,200,True
yeast,yeast:P25453,no_exact_any_model_TRAIN_DEV_endpoint,background,4,100,True
yeast,yeast:P25453,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,100,True
yeast,yeast:P25453,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,200,True
yeast,yeast:P25343,all,background,5,100,True
yeast,yeast:P25343,all,matched,5,100,True
yeast,yeast:P25343,all,all_U,5,200,True
yeast,yeast:P25343,no_exact_TRAIN_DEV_endpoint,background,5,100,True
yeast,yeast:P25343,no_exact_TRAIN_DEV_endpoint,matched,5,100,True
yeast,yeast:P25343,no_exact_TRAIN_DEV_endpoint,all_U,5,200,True
yeast,yeast:P25343,no_exact_any_model_TRAIN_DEV_endpoint,background,5,100,True
yeast,yeast:P25343,no_exact_any_model_TRAIN_DEV_endpoint,matched,5,100,True
yeast,yeast:P25343,no_exact_any_model_TRAIN_DEV_endpoint,all_U,5,200,True
yeast,yeast:P37366,all,background,4,100,True
yeast,yeast:P37366,all,matched,4,100,True
yeast,yeast:P37366,all,all_U,4,200,True
yeast,yeast:P37366,no_exact_TRAIN_DEV_endpoint,background,4,100,True
yeast,yeast:P37366,no_exact_TRAIN_DEV_endpoint,matched,4,100,True
yeast,yeast:P37366,no_exact_TRAIN_DEV_endpoint,all_U,4,200,True
yeast,yeast:P37366,no_exact_any_model_TRAIN_DEV_endpoint,background,4,100,True
yeast,yeast:P37366,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,100,True
yeast,yeast:P37366,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,200,True
yeast,yeast:P32618,all,background,3,100,True
yeast,yeast:P32618,all,matched,3,100,True
yeast,yeast:P32618,all,all_U,3,200,True
yeast,yeast:P32618,no_exact_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:P32618,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:P32618,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:P32618,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
yeast,yeast:P32618,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
yeast,yeast:P32618,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
yeast,yeast:Q01684,all,background,2,100,True
yeast,yeast:Q01684,all,matched,2,100,True
yeast,yeast:Q01684,all,all_U,2,200,True
yeast,yeast:Q01684,no_exact_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:Q01684,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:Q01684,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:Q01684,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
yeast,yeast:Q01684,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
yeast,yeast:Q01684,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
yeast,yeast:P54999,all,background,9,100,True
yeast,yeast:P54999,all,matched,9,100,True
yeast,yeast:P54999,all,all_U,9,200,True
yeast,yeast:P54999,no_exact_TRAIN_DEV_endpoint,background,9,100,True
yeast,yeast:P54999,no_exact_TRAIN_DEV_endpoint,matched,9,100,True
yeast,yeast:P54999,no_exact_TRAIN_DEV_endpoint,all_U,9,200,True
yeast,yeast:P54999,no_exact_any_model_TRAIN_DEV_endpoint,background,9,100,True
yeast,yeast:P54999,no_exact_any_model_TRAIN_DEV_endpoint,matched,9,100,True
yeast,yeast:P54999,no_exact_any_model_TRAIN_DEV_endpoint,all_U,9,200,True
arabidopsis,arabidopsis:Q9FRL3,all,background,2,100,True
arabidopsis,arabidopsis:Q9FRL3,all,matched,2,100,True
arabidopsis,arabidopsis:Q9FRL3,all,all_U,2,200,True
arabidopsis,arabidopsis:Q9FRL3,no_exact_TRAIN_DEV_endpoint,background,2,100,True
arabidopsis,arabidopsis:Q9FRL3,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
arabidopsis,arabidopsis:Q9FRL3,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
arabidopsis,arabidopsis:Q9FRL3,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
arabidopsis,arabidopsis:Q9FRL3,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
arabidopsis,arabidopsis:Q9FRL3,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
arabidopsis,arabidopsis:Q39090,all,background,6,100,True
arabidopsis,arabidopsis:Q39090,all,matched,6,100,True
arabidopsis,arabidopsis:Q39090,all,all_U,6,200,True
arabidopsis,arabidopsis:Q39090,no_exact_TRAIN_DEV_endpoint,background,6,100,True
arabidopsis,arabidopsis:Q39090,no_exact_TRAIN_DEV_endpoint,matched,6,100,True
arabidopsis,arabidopsis:Q39090,no_exact_TRAIN_DEV_endpoint,all_U,6,200,True
arabidopsis,arabidopsis:Q39090,no_exact_any_model_TRAIN_DEV_endpoint,background,6,100,True
arabidopsis,arabidopsis:Q39090,no_exact_any_model_TRAIN_DEV_endpoint,matched,6,100,True
arabidopsis,arabidopsis:Q39090,no_exact_any_model_TRAIN_DEV_endpoint,all_U,6,200,True
arabidopsis,arabidopsis:F4I2H2,all,background,2,100,True
arabidopsis,arabidopsis:F4I2H2,all,matched,2,100,True
arabidopsis,arabidopsis:F4I2H2,all,all_U,2,200,True
arabidopsis,arabidopsis:F4I2H2,no_exact_TRAIN_DEV_endpoint,background,2,100,True
arabidopsis,arabidopsis:F4I2H2,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
arabidopsis,arabidopsis:F4I2H2,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
arabidopsis,arabidopsis:F4I2H2,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
arabidopsis,arabidopsis:F4I2H2,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
arabidopsis,arabidopsis:F4I2H2,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
arabidopsis,arabidopsis:Q9XGR4,all,background,6,100,True
arabidopsis,arabidopsis:Q9XGR4,all,matched,6,100,True
arabidopsis,arabidopsis:Q9XGR4,all,all_U,6,200,True
arabidopsis,arabidopsis:Q9XGR4,no_exact_TRAIN_DEV_endpoint,background,6,100,True
arabidopsis,arabidopsis:Q9XGR4,no_exact_TRAIN_DEV_endpoint,matched,6,100,True
arabidopsis,arabidopsis:Q9XGR4,no_exact_TRAIN_DEV_endpoint,all_U,6,200,True
arabidopsis,arabidopsis:Q9XGR4,no_exact_any_model_TRAIN_DEV_endpoint,background,6,100,True
arabidopsis,arabidopsis:Q9XGR4,no_exact_any_model_TRAIN_DEV_endpoint,matched,6,100,True
arabidopsis,arabidopsis:Q9XGR4,no_exact_any_model_TRAIN_DEV_endpoint,all_U,6,200,True
arabidopsis,arabidopsis:Q5PP65,all,background,10,100,True
arabidopsis,arabidopsis:Q5PP65,all,matched,10,100,True
arabidopsis,arabidopsis:Q5PP65,all,all_U,10,200,True
arabidopsis,arabidopsis:Q5PP65,no_exact_TRAIN_DEV_endpoint,background,10,100,True
arabidopsis,arabidopsis:Q5PP65,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
arabidopsis,arabidopsis:Q5PP65,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
arabidopsis,arabidopsis:Q5PP65,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
arabidopsis,arabidopsis:Q5PP65,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
arabidopsis,arabidopsis:Q5PP65,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
arabidopsis,arabidopsis:O64688,all,background,2,100,True
arabidopsis,arabidopsis:O64688,all,matched,2,100,True
arabidopsis,arabidopsis:O64688,all,all_U,2,200,True
arabidopsis,arabidopsis:O64688,no_exact_TRAIN_DEV_endpoint,background,2,100,True
arabidopsis,arabidopsis:O64688,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
arabidopsis,arabidopsis:O64688,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
arabidopsis,arabidopsis:O64688,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
arabidopsis,arabidopsis:O64688,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
